цууны	цуу @@ы
авхуулшгүй	авах @@уулах @@гүй
нэмэлт	нэмэх @@лт
шаналгаагаа	шанах @@лгаа @@аа
идэгдлийн	идэгдэх @@л @@ийн
хондлойтой	хондлой @@той
хорьзно	хорьзон
шөрмөсөөр	шөрмөс @@өөр
мэдээг	мэдээ @@г
худалдаагаа	худалдах @@аа @@аа
гишүүнтэй	гишүүн @@тэй
тэмдэглэгээнд	тэмдэг @@лэх @@гээ @@д
хоосроосой	хоосон @@оосой
хоног	хоног
амьсгалаар	амь @@сгал @@аар
манлайлал	манлай @@лах @@л
дээврээ	дээвэр @@ээ
цохицгоо	цохих @@цгоо
цомоор	цом @@оор
хөшингөө	хөшин @@өө
даруулыг	дарах @@уул @@ыг
өчигдрийг	өчигдөр @@ийг
хунг	хун @@г
оройгоос	орой @@оос
бачимдлаа	бачим @@дах @@л @@аа
лоозонгоос	лоозон @@оос
дайчинтай	дайн @@чин @@тай
хамгаалагчийн	хамгаалах @@гч @@ийн
мануухай	мануухай
бүрээстэй	бүрээс @@тэй
дамнуурга	дам @@нах @@уурга
гүжирдлэгийг	гүжир @@длэг @@ийг
товчийн	товч @@ийн
тэврэлтэд	тэвэр @@х @@лт @@д
ширэнгэд	ширэнгэ @@д
услагчаас	ус @@лах @@гч @@аас
тойргийн	тойрэг @@ийн
нимбэгийг	нимбэг @@ийг
маягаас	маяг @@аас
урилгаар	урих @@лга @@аар
хамгаалалтай	хамгаалах @@л @@тай
боолоос	боол @@оос
алганы	алга @@ы
масштабт	масштаб @@т
постоо	пост @@оо
ноорогт	ноорог @@т
жигнэмгээ	жигнэн @@мээ
цавуутай	цавуу @@тай
шохойжингоо	шохой @@жин @@оо
зуун	зуун
манангаар	манан @@аар
баримтлалтай	барих @@мт @@лах @@л @@тай
ганцаардлаас	ганцаар @@дах @@л @@аас
түгжрэлд	түгжих @@рэл @@д
пальтогоо	пальто @@оо
хатуулгаар	хатуулах @@га @@аар
томьёогоор	томьёо @@оор
ходоодтой	ходоод @@той
социализмын	социализм @@ын
агуйнаас	агуй @@аас
теннисний	теннис @@ий
хөрөөдөнгөө	хөрөө @@дөх @@нгөө
түрэмгийллээ	түрэмжийлэх @@л @@ээ
доргионы	доргио @@ы
гаригаар	гариг @@аар
соёогоор	соёо @@оор
хэлэхүйг	хэл @@х @@үй @@г
андад	андах @@д
компьютерыг	компьютер @@ыг
хатаагчийг	хатаах @@гч @@ийг
барзайх	барзайх
гацуураас	гацуур @@аас
шугамтай	шугам @@тай
наймаа	найм @@аа
даажигналтай	даажин @@гнах @@л @@тай
олширох	олширох
харшил	харш @@л
хуульд	хууль @@д
судлагчтай	судлах @@гч @@тай
хор	хор
тамаа	там @@аа
өчилтэй	өчих @@л @@тэй
сэдэгчийн	сэдэх @@гч @@ийн
сайдаар	сайд @@аар
хуваагдал	хуваах @@гдах @@л
боломжгүй	болох @@мж @@гүй
урилгатай	урих @@лга @@тай
гулсуураас	гулсах @@уур @@аас
гэмтлийн	гэмтэх @@л @@ийн
хөвгүүнээр	хөвгүүн @@ээр
аэробикийг	аэробик @@ийг
зөрчилд	зөрөх @@чл @@д
хувилбараар	хувь @@лбар @@аар
сархдын	сархад @@ын
хардалтаар	хардах @@лт @@аар
найрлагад	найрах @@лага @@д
зүйлээр	зүйл @@ээр
бизнесийн	бизнес @@ийн
зүрхээр	зүрх @@ээр
бөглөөний	бөглөх @@өөн @@ий
маркетингаас	маркетинг @@аас
хөргөө	хөрөг @@өө
шатаах	шатаах
аймшгаа	аймшиг @@аа
сонсчих	сонс @@чих
хойгийн	хойг @@ийн
магтаалтай	магтах @@аал @@тай
суултуурын	суух @@лтуур @@ын
бүлгээр	бүлэг @@ээр
урамшууллаа	урам @@ших @@уулах @@л @@а
бэлгэдэлтэй	бэлгэ @@дэх @@л @@тэй
номлол	номлох @@л
хэлцэлд	хэлцэл @@д
чидунаас	чидун @@аас
мөгөөрсөөр	мөгөөрс @@өөр
томьёо	томьёо
хэрчдэсэнд	хэрчих @@дэс @@д
хүнийг	хүн @@ийг
дүрвэгчээс	дүрвэх @@гч @@ээс
үүсэлд	үүсэх @@л @@д
баримтаа	барих @@мт @@аа
конус	конус
үндэслэлээр	үндэс @@лэх @@л @@ээр
ялгаагүй	ялгах @@гүй
барьцаанаас	барих @@цаа @@аас
суга	суга
сүсэгтнээс	сүсэг @@тэн @@ээс
барьцалдах	барих @@цах @@лдах
булингартай	булингар @@тай
овоолов	овоо @@лох @@в
төлөөсөнд	төлөх @@өөс @@д
талбайг	талбай @@г
бүтэмж	бүтэх @@мж
үйлтэй	үйл @@тэй
чийдэнгээ	чийдэн @@ээ
тунхаглалд	тунхаг @@лах @@л @@д
үдэшлэгийг	үдэшлэг @@ийг
залгамжлагчийн	залгах @@мж @@лах @@гч @@ийн
гахайтай	гахай @@тай
зөвшилцлийн	зөв @@ших @@лцөх @@л @@ийн
бараан	бараан
доройтох	дорой @@тох
солир	солир
олиг	олиг
чихийг	чихий @@ийг
хандивлагчтай	хандив @@лах @@гч @@тай
дугуйгаар	дугуй @@аар
халдлагаа	халдах @@лага @@аа
тохируулгаас	тохирох @@уулах @@га @@ас
дээрмээ	дээрэм @@ээ
усаар	ус @@аар
хүрмийн	хүрэм @@ийн
халбагаа	халбага @@аа
цогцсын	цогцос @@ын
хямдрах	хямд @@рах
давтамжийг	давтах @@мж @@ийг
түүхийн	түүх @@ийн
цэнэглэгч	цэнэг @@лэх @@гч
илбэчнийг	илбэ @@чин @@ийг
суманд	сум @@д
ачаар	ач @@аар
хавчаараа	хавчих @@аар @@аа
баривч	барих @@вч
томуунаас	томуу @@аас
мэдрэхгүй	мэдрэх @@гүй
цөлийн	цөл @@ийн
чуулга	чуух @@лга
гичийн	гичийн
зөнг	зөн @@г
хотжилтод	хот @@жих @@лт @@д
гогцооны	гогцоо @@ы
нугастай	нугас @@тай
тогтворжилтод	тогтох @@вор @@жих @@лт @@д
бичвэрээ	бичих @@вэр @@ээ
туурайгаа	туурай @@аа
үрээ	үр @@ээ
түгшүүрээр	түгших @@үүр @@ээр
залгамжлагч	залгах @@мж @@лах @@гч
эвээр	эв @@ээр
сургаал	сурах @@гах @@л
жатгатай	жатга @@тай
хашилтад	хаших @@лт @@д
ургамалд	ургах @@мал @@д
солбицсон	солбих @@цосон
мушгирах	мушгирах
сүйтгэгчийн	сүйтгэх @@гч @@ийн
залилангаас	заль @@лан @@аас
шуламтай	шулам @@тай
атомоор	атом @@оор
гирвэштэл	гирвэших @@тэл
талаар	тал @@аар
ташуур	ташуур
нуруунаас	нуруу @@аас
хичээнгүй	хичээн @@гүй
морины	морь @@ы
хурлыг	хурах @@л @@ыг
дүрмийг	дүрэм @@ийг
хоолой	хоолой
гахиураас	гахиур @@аас
гүйлтээр	гүйх @@лт @@ээр
моринд	морь @@д
трамвайгаа	трамвай @@аа
цалгих	цалгих
гуйлгачны	гуйх @@лга @@чин @@ы
тайлбар	тайлах @@бар
системийг	систем @@ийг
ээрүүлийн	ээрүүл @@ийн
симфонид	симфони @@д
дархлаа	дархл @@аа
тэрэгнээс	тэрэг @@ээс
жуулчны	жуулчин @@ы
сургуультай	сургах @@ууль @@тай
хавраар	хавар @@аар
төөрөгдөлтэй	төөрөх @@гдөх @@л @@тэй
хангалуун	ханга @@лах @@уун
хүслэнгээр	хүслэн @@ээр
цалинг	цалин @@г
шүүмжлэлд	шүүх @@мж @@лэх @@л @@д
тодорхойлолтын	тод @@рохай @@лох @@лт @@ын
инерцээр	инерц @@ээр
авианы	авиа @@ы
гэрчээр	гэрч @@ээр
шууданчтай	шуудан @@ч @@тай
андгайгаар	андгай @@аар
хулмасыг	хулмас @@ыг
бөгжнөөс	бөгж @@өөс
ургацтай	ургах @@ц @@тай
туршуулаар	турших @@уул @@аар
эгчээр	эгч @@ээр
армиар	арми @@ар
нэмэгдэлтэй	нэмэх @@гдэх @@л @@тэй
оптимизмоо	оптимизм @@оо
нөөцийн	нөөх @@ц @@ийн
шуудан	шуудан
дуулаач	дуу @@лах @@ч
гаригт	гариг @@т
найруулгын	найрах @@уулах @@га @@ын
яс	яс
түгшүүрт	түгших @@үүр @@т
сонгуульд	сон @@гууль @@д
цомоо	цом @@оо
ялгаанд	ялгах @@аа @@д
хохирол	хохирох @@л
дээшлэх	дээшлэх
мөрдөсний	мөр @@дөс @@ий
чичирхийллийн	чичирхий @@лэх @@л @@ийн
гарчгаа	гарчиг @@аа
хавиргатай	хавирга @@тай
бололт	болох @@лт
өвөөгөөр	өвөө @@өөр
засварчнаар	засвар @@чин @@аар
эшлэлээ	эшлэх @@л @@ээ
баазад	бааз @@д
долгиогоор	долгио @@оор
тавилгыг	тавих @@лга @@ыг
мэтгэлцэх	мэтгэлцэх
удамшлыг	удам @@ших @@л @@ыг
шилбэний	шилбэн @@ий
геологиор	геологи @@ор
баяраас	баяр @@аас
зотон	зотон
зөвлөлөөс	зөв @@лөх @@л @@өөс
хүсэх	хүсэх
тэнгэрлэг	тэнгэ @@рэх @@лэг
сургалтаар	сургах @@лт @@аар
бодролыг	бодорох @@л @@ыг
залиланд	заль @@лан @@д
алтанд	алт @@д
бөглөрөх	бөглөрөх
анчнаа	анчин @@аа
зөвлөх	зөв @@лөх
баримтлалыг	барих @@мтл @@ыг
системтэй	систем @@тэй
төлөх	төлөх
хөргүүр	хөргөх @@үүр
хөхөрсөн	хөх @@рөх @@сөн
хөдөлгүүртэй	хөдлөх @@гөх @@үүр @@тэй
угаалтуурт	угаах @@лтуур @@т
болжмороос	болжмор @@оос
бүргэдээс	бүргэд @@ээс
бахиудсан	бахь @@уус @@аан
гимнастикаар	гимнастик @@аар
зодооны	зодох @@оо @@ы
банзлыг	банзал @@ыг
мэдээнд	мэд @@ээн @@д
жатгын	жатга @@ын
цээжний	цээж @@ий
нотолгооноос	нотлох @@гоо @@оос
бүсгүй	бүс @@гүй
цэлийсэн	цэлий @@сэн
ажилчинд	ажил @@лах @@ч @@д
үзүүлэнг	үзэх @@үүлэн @@г
фракцын	фракц @@ын
шивээсэнд	шивэх @@ээс @@д
урагшлангаа	урагш @@лах @@нгаа
бодолтоо	бодох @@лт @@оо
тахингаа	тахин @@аа
дуулгаар	дуу @@лга @@аар
тунадасны	тунах @@дас @@ы
албажвал	алба @@жих @@вал
